airline_sentiment,text
0,southwestair terminal b lga pre check makes want never fly airline
1,southwestair announced non stop flights dallas columbus well next time igotmonte best less time airport hopin
2,southwestair boyfriend loved imaginedragons since amp would awesome go vegas event way help
0,southwestair reviewing oversize policy hardcase golfbags free weight add guitars instruments list
0,southwestair saianel could said know
0,southwestair find cheap flight dc st louis prices went like crazy april weekends
0,southwestair dm without following
1,southwestair ifthe sneverstopped still rocking chart topping hit
1,southwestair th
1,southwestair know new routes hou aruba amp puerto vallarta available
0,southwestair pwm direct orlando saturdays happening march thought going permanent thing
0,southwestair yes guys get act together
0,southwestair unable check flight says itinerary ineligible checkin online go counter inconvenient
1,southwestair wow things better forgotten
2,southwestair thank great tool
2,southwestair know crew today flight aus pdx awesome swa
0,southwestair thanks lot sending special deal budget getting screwed best vacation sarcasm get new partners
0,southwestair loyal list customers easier get help bring resolution issues rewards program
0,southwestair one answers one help always different story fiancee helped
1,southwestair worry
0,southwestair yes please train customer service agents correct protocol receiving different evrytime call
0,southwestair never got notification flight cancelled flighted today correct phone email file happy customer
2,southwestair sitting talking tech conference awesome guys rolled across luv guys lol
1,southwestair flights nas bwi ton march
1,southwestair travel see bz class get away sld anytime available know many anytime available
1,southwestair thanks get looks like bwi sjd services stops aug case cant find one date flights
1,southwestair get luv fallow
2,southwestair thanks attention flying southwest years issue past
1,southwestair pair tickets imaginedragons show atlanta love go destinationdragons
0,southwestair suggestion shades windows kciairport travelers watch ur luggage handlers throwing bags around
1,southwestair please help get tickets imaginedragons club show atlanta destinationdragons
1,southwestair perhaps pair atlanta show prettyplease
0,southwestair list program complete joke company value loyal customers time look another go airliner
0,southwestair pricing cache book flight refreshed page amp price jumped ridiculous
1,southwestair imaginedragons destinationdragons tix spare wan na go see show friday la friend hayleymad
0,southwestair list pref credit card holder called exclusive hung hold min gives
2,southwestair destinationdragons imaginedragons huge fan would love tix show
1,southwestair following bad
0,southwestair bwi sjd service seasonal part extension called intl desk know want fly sept sat
2,southwestair scott best thank yo bottom heart destinationdragons friends la hayleymad see u friday
1,southwestair must pm nonstop bos bna flight stop running august
1,southwestair embossed badges patches superior ones currently using url
2,southwestair flying non stop cmh oak daydreaming trip bay especially weather ohioprobz
0,southwestair flights yesterday treats nuts pretzels also origami magazine new policies oldpolicieswaybetter
0,southwestair awful lost bag providing info day nothing worstairlineever
0,southwestair flight cancelled flighted delayed expect full compensation park ticket hotel amp flight
2,southwestair yeehaw found us another plane thx listening vent
0,southwestair good chance anyone else airport ever flight booking problems southwest
0,southwestair costumer service representative lied ensured plane would leaving scheduled
0,southwestair mention sit airport hours ruined trip happy want compensation
0,southwestair need get act together new morning plane malfunctioning yet delayed times
0,southwestair brittanyobx keeping families apart w quirky archaic policies airline accommodates situation
0,southwestair report filed would like support active searching feels pretty passive info computer precious
0,southwestair surprise surprise delays seems norm broken equipment
2,southwestair unbelievable thank much destinationdragons
2,southwestair amazing c today sw thank much reason fly southwest
2,southwestair best airline one better onelove southwest bestairline
2,southwestair great cabin flight crew morning great smile happy staff signs happy company thanks
2,southwestair thank always going beyond customer service favoriteairline luvforsw southwestair
1,southwestair yes
0,southwestair mean tsa precheck show mobile boarding pass ktn linked account
2,southwestair great news portcolumbuscmh today finally columbus top unserved market flights
0,southwestair flights hrl limited route
2,southwestair really stepping service url
0,southwestair inflight wifi absolute worst willing paid double dialup speeds flight
1,southwestair flights msp hrl march looking
0,southwestair yes know also noticed offer list boarding programs popular
0,southwestair pay service delivered whether fault sort compensation
0,southwestair little surprised early bird got b den kc worst
2,southwestair please accept apologies lame childish tweet deserve amp remain loyal sw customer
2,southwestair owe apology tweet frustration constructive criticism sw fan amp love service
1,southwestair awesome first time flying destinationdragons
2,southwestair booked trip cancun baggage fees need flight time options
2,southwestair thank bringbacktheluvtordu miami directflights
1,southwestair easily get atlanta show need tickets help
0,southwestair got duped w connection st flight sneaky u give seat earlier flight w availability shameful
1,southwestair adding direct flights columbus oakland bostonlogan url via dispatchalerts
2,southwestair would great thank send follow
1,southwestair boarding passes compatible iphone passbook url
0,southwestair real sincere apology makes day glad know flying mail important never flying sw badservice
0,southwestair already follow dm u need follow back
1,southwestair dm go please let know need anything else
1,southwestair someone rebook please direct message
0,southwestair rude customer svc accommodate earlier flight w charge us mail takes priority customers badservice
0,southwestair rude gate agent wholly unacceptable us amp passengers think last time sw
0,southwestair trouble reflight booking problems cancelled flighted flight one picking phones site working
2,southwestair fortunemagazine love sw forever
0,southwestair please hire efficiency consultant manage phx baggage checkin way many open kiosks ppl waiting
1,southwestair question receive yearly bonus point accumulation think around sure thanks
1,southwestair fortunemagazine flying one right minute
2,southwestair sw rocks thanks reply follow rebooked earlier flight
2,southwestair fortunemagazine congrats
2,southwestair fortunemagazine well deserved
1,southwestair please please please choose go see imaginedragons destinationdragons
2,southwestair fortunemagazine always tell everyone fly southwest congratulations
2,southwestair fortunemagazine friendliest employees
1,southwestair got phishing email claiming southwest forward like investigate
1,southwestair unfortunately lack status big problem company policy forces buy cheapest tickets
0,southwestair every flight flown personally two round trips per month full still hard believe fly hours thru atl
2,southwestair fortunemagazine superb choice swa raving fan even take stress weather relate flightd glitches custexp
1,southwestair employees social care team staff listening ctr time rest spots filled areas ragandisney
2,southwestair listening center open seating like planes ragandisney
0,southwestair jlittle double comment phl anywhere south florida gone gone gone hello us air
0,southwestair like new schedule nonstops phl fll pbi free move cities sad
0,southwestair incredibly frustrating emailed still received response
0,southwestair paid inflight wifi work download speed mbps amp ended watching free tv instead
1,southwestair sure second
2,southwestair oh god thank much sent dm
0,southwestair wish would known could slept hours let friend know wait lands
2,southwestair thank prompt response email late flightr today
2,thanks southwestair get go destinationdragons imaginedragons show weekend utah velourlive thankyou
1,southwestair fortunemagazine congratulations
1,southwestair grandma ella th would love bday greeting flight crew stewardess eastern airlines
1,southwestair chance could get tickets destinationdragons show vegas ive huge fan years pretty please
2,southwestair fortunemagazine love u southwest always helpful traveled lot w son infant toddler u great
2,southwestair fortunemagazine love flying southwest best flight attendants ever
0,southwestair nothing express express bag drop phoenix sky harbor
1,southwestair possible book refundable trip willing pay extra would domestic round trip flight
0,southwestair used exclusively fly sw late flightly direct flights amp cheaper costs switched direct flights
1,southwestair would willing help surprise bestfriend tickets go see imaginedragons destinationdragons gracias
1,southwestair mac computer left bwi la flight th reward recovery info important owner help passengers honesty
2,southwestair fortunemagazine like airlines congrats
2,southwestair hi guys good morning
0,southwestair email address send thoughts experience really good amp feedback
2,southwestair southwest definitely favorite airline fly
2,southwestair congratulations
0,southwestair great flight delayed three hours friend wait airport hours birthday
2,southwestair guess ashley great job presenting ragandisney url
1,southwestair using social business roadmap develop intelligent path embed social across enterprise ragandisney
1,southwestair adds new direct flights columbus oakland amp boston starting august cmh oak bos
1,southwestair anyway pay get priority boarding
0,southwestair thirty lives birthday th seeing imagine dragons destinationdragons
2,southwestair thank integrating passbook ios works much better
0,southwestair friend lucky enough see destinationdragons live birthday fan years thirty lives
1,southwestair fan imagine dragons since fave band destinationdragons bday get tix
1,southwestair whats flight ft myers milwaukee
1,southwestair birthday destinationdragons could get tix url
1,southwestair please bring back rdu fll direct route noticed missing starting late flight august flights always packed
0,southwestair enter every contest destinationdragons lose
0,southwestair main supporter play jesus portrayed homosexual partner judas performs gay wedding boycott
1,southwestair hi know wn already delayed pm tonight thanks
0,southwestair giving everyone tix destinationdragons except birthday
2,southwestair birthday destinationdragons im huge fan anyway get tickets
2,southwestair thanks agent boarding atl aus left wallet inbound found
0,southwestair sent conf number yesterday
2,southwestair iphone app passbook support whoot little things life
1,southwestair thanks
1,southwestair read tweet gap process folks take multiple flights one day
1,southwestair know plane coming sw flight rsw mke
0,southwestair well fun lasted happy change redeeming reward points loyal anymore
0,southwestair delay flight bdl mco need get florida amp races daytona
2,southwestair aww thanks love
0,southwestair learn give folks multiple flights day boarding position least give boarding passes
2,southwestair mco thanks
1,southwestair schedule open end october got columbus day wknd new england k points check calendar
2,southwestair new logo going look amazing airplanes
1,southwestair rapids rewards member lovetotravel chaching
1,southwestair okay signed
1,southwestair next deal going happen poor college student trying fly orlando instead drive august lol
2,appreciate reply rt southwestair luxclark sorry keep waiting laura agent shortly cb
1,southwestair booked flights morning wait move country
2,southwestair love guys take airlines week makes love appreciate much onlywaytofly
0,southwestair getting leathery heat even get vegas
0,southwestair first flight ever flight already technical issues faaaannntastic
1,southwestair trying get mexico september affordable nonstop flights
0,southwestair feels flight url
1,southwestair think group could use nice cold drinks get air
0,southwestair stuck heat blasting try thaw water lines kinda disappointed first flight rr member
0,southwestair love friendly staff asking updates delayed flights causing missed connections horribleattitudes
2,southwestair dm sent thanks much responding response timely missed
0,southwestair hates guitar players chgd oversize extra bag acoustic guitar epic fail
1,southwestair passengers automatically rebooked flights original cancelled flighted weather etc
2,southwestair thank flights going nashville guys rock disneyprincesshalfmarathon girlsweekend bffs
0,southwestair flt san jose ca gt denver co delayed hrs easily best flight touchdown years flying keep
2,southwestair thx ops agt rich westagard n flight att nancy den airport held flight n even saved seat bus select customersfirst
2,southwestair real mvp prices
1,southwestair ugh kicking missing destinationdragons need imaginedragons back life url
1,southwestair chance get tickets vegas stop missed chance enter contest love id death
1,southwestair chance flight took count mean signed sw wifi air
1,southwestair saw promo list plane monday fly two times qualification period
1,southwestair hilarious flight attendants vegas detroit tonight url
0,southwestair spoke soon bag lost
1,southwestair flightspots time mobileboarding must
2,southwestair love bridesmaid dancing wait fly puerto vallarta kick united ass
1,southwestair tbuccherifrnc e takes hours fly chicago beijing united fly vegas omaha sw
2,southwestair airline understands us military families unpredictable changes pound
2,southwestair get tiks destinationdragons omg id love plz im dying
0,southwestair humor aside stuck plane two hours gate bags loaded correctly gives
0,southwestair sitting gate two hours waiting bags loaded telling herb
1,southwestair pr class would luv know charge twitter many people write tweets gracias
1,southwestair giving tix destinationdragons show would appreciate one two la flying phl lax friday
1,southwestair chance get tix velourlive imaginedragons tweeting since january destinationdragons
1,southwestair guest needs change flight reservation need happen say please help
1,southwestair inflight entertainment tonight willie nelson impersonator sang passengers peanutsandtoons url
0,southwestair rude gate agent bwi tonight gate b hr delay flight think little training order
2,looking forward using passbook fly southwestair weeks
1,southwestair heard saving k year fuel carrying around skymall ripskymall
1,southwestair passngr requires wheelchair gt plane sits exit row wld b physically capable help emergency
1,southwestair early bird check ins told flythroughs good flight otherwise
2,southwestair fantastic thank
0,southwestair sat plane hrs finally took
2,southwestair great flight phoenix dallas tonight great service time makes timieyancey happy url
0,southwestair flight cancelled flighted tonight told receive travel voucher inconvenience really policy
2,southwestair guys clever url
0,southwestair fly swa lot always purchase eb never past rethinking swa process misleading
2,southwestair amazing view approach lax tonight url
0,southwestair today sporadically changed flight departure times amp left two hours late flight uncharacteristic u url
2,southwestair really appreciate bhm commercial aired today bet bookofnegroes
1,southwestair new flights come midnight
1,southwestair looks like february open schedule sale october know time
0,southwestair yes extra wonder going yo loose room
1,southwestair winners imaginedragons destinationdragons
0,southwestair flight oakland sna asked take even empty sests answer
1,southwestair travel savannah ga airline luv r u going fly savannah pleeeease
0,southwestair could care customer reasonable request
1,southwestair flying chicago lax phx go spotting lax phx airports flying back chicago
2,southwestair thanks replying sen conf love aviation southwest wanted th fly swa day
0,southwestair going stop flying delays everytime time due paperwork
0,southwestair thnx hopefully nxt flight got shows wknd worst case turn sweatshirt inside
2,southwestair thanks taking notch leinenkugels craftbeer goodflight norfolk url
1,southwestair cant look confirmation number moment mobile email longer inbox
0,southwestair receive bad customer service ended spending several hundred dollars accommodate family cxl flight
2,southwestair thank u leaving nice job running thru airport catch connecting flight
0,southwestair keeps saying mobile boarding passes unavailable despite checked everything
2,southwestair thanks much making night wait trip next week url
0,southwestair app isnt working take like two hours help
0,southwestair take knoxville yall fav help
1,southwestair imaginedragons info destinationdragons amp sammi jon need know
2,southwestair filing thank response
1,southwestair destinationdragons word winners contest chance tix provo destinationdragons show fingers crossed
1,southwestair writing service via email company also transports well clients monthly via sw
2,southwestair one heck airline url
1,southwestair thanks good air side caution
0,southwestair understand weather fault frequent flyer expected better customer service trying delta
1,southwestair yay dependents id wife children eligible use discount use phone inperson
0,southwestair flight leaving las vegas pm arriving chi mid pm
2,southwestair woohoo made day looked find thank
0,southwestair even gluten free peanuts whyyy
1,southwestair dates fly go past august
2,southwestair great flight damion best damionflight
0,southwestair please update website
1,yo internjohnradio mrerickv give southwestair plane back mad amp threatening take away companion pass luv
0,southwestair kaneshow internjohnradio mrerickv everything return jet go miami
0,southwestair inclement weather flights left dca today plane appeared coming aus
2,southwestair whoa thanks wanted hear early flight coming thanks reply
1,southwestair working piece military discounts hearing offer one give specifics confirm thank
1,southwestair imaginedragons pick someone destination dragons
1,southwestair anticipate cancelled flightlations flights nashville tomorrow thank
2,southwestair thx fingers crossed found
1,southwestair info destinationdragons winners announced amp best friend hoping win thanks
2,southwestair far good url
1,southwestair dmed guys
0,southwestair leeannhealey yeah sale fares got places fly oh damn right live swa fly
2,southwestair imaginedragons beatsmusic love hear live velourlive velourlive saturday destinationdragons
2,southwestair fly personalized service
1,southwestair k destination dragons
2,southwestair imaginedragons beatsmusic well timed tweet boarded listening way home
0,southwestair took ages one snapchat story load one one demolish
1,southwestair dunno travel information like
0,southwestair lost sunglasses amp case flight last night lost amp found
1,southwestair snapchat imessage instagram
0,southwestair wifi shit fix jump closest bloody fucking emergency exit
0,southwestair need help changing name company reservation tried calling customer relations busy signal
0,southwestair alas pretty full entertain witty repartee
1,southwestair heart flying
0,southwestair trying book another flight apply credits another flight find
0,southwestair frustrated experience southwest hours trapped denver bc mechanical problems worstcustomerservice
2,southwestair awesome thank
0,southwestair lost whole day honeymoon disappointed frustrated everything
0,southwestair stay chicago overnight meet bags hope stay put get put flight
2,southwestair luckily people working bso chicago midway attentive found bags punta cana
0,southwestair bicycles lbs criteria free bikes automatically way faq page clear
1,southwestair way dm
0,southwestair wondering reason customer service busy hold past days many hours answer help plz
0,southwestair open kiosks austin bergstrom three lanes service line people really
2,southwestair pit gate big shout lady trying track
2,southwestair great experience customer service team thank luvsw list
2,southwestair way know checked bag curb awesome want sure gets high five
1,southwestair yall still fly cold right
0,southwestair pls help get resolved amp reimbursement made gracias rico pls send private msg phone number email address
0,southwestair list preferred line phone wait minutes hung feeling list ey
0,southwestair stop getting credit card apps already card
2,southwestair thank handling glad southwest cares flyers think
2,bingo southwestair thank bringing attention happy reach noah make right mr
1,southwestair oops sorry done
1,southwestair come mobile proceed w entering postcode purchase ireland postcode
0,southwestair tsa pre showing boarding passes followed steps please help
1,southwestair would need follow first
1,southwestair sure messaging part right please let know received
2,southwestair love luv addition passbook option
2,southwestair thanks follow glad get bag back
1,southwestair denver phoenix think finally getting ready take
1,southwestair companion pass broken today purchase error invalid loyalty member account status sw vyil xklrog fs j
0,southwestair guys fuck never forgive
0,southwestair smashed window giant guest sitting next way guy given seat
0,southwestair miserable orlando vegas nonstop right big must guest u require seats btw
2,southwestair amazing service sw stewardesses den cun cun atl atl lax thank u
1,southwestair ftw hope sing us song flight phoenix today terminal humphrey url
1,southwestair pick winners destinationdragons yearslate flightr maybeijustlost whyyounoloveme
2,southwestair love dragonss lol sorry seeing lauren oh god ahhhh
0,southwestair bad weather multiple cancelled flighted flights us scared noted next time
0,southwestair good know three sets travelers mins standing waiting mins pass
2,southwestair twice year hard get vacation time work sometimes love flying guys
2,southwestair gave tickets see imaginedragons velourlive saturday even right haha thank
0,southwestair want deal world might want know treating customers url
0,southwestair guess get airport early need wait mins checkin really
2,southwestair taylormdowns share value common
1,southwestair bonus flowers still expire
2,southwestair karajusto ok thank
1,southwestair fkqw conf thanks reply
1,southwestair times change guess url
0,southwestair worstthingever days late flightr lost bag fedexed somewhere know cause amp delivered somewhere
1,southwestair app updated passbook support url via ubergizmo
0,southwestair know information found people account see someone else reservation rr trip
0,southwestair conference number spoke courtney texas david finally fixed mine hour
1,southwestair possible chance swa bringing back service lga bwi would make much easier connect west coast
1,southwestair please expedite missing bag claim thanks
1,southwestair anything get tickets imaginedragons vinylvegas would mean much destinationdragons
1,southwestair new schedule open takes us past
0,southwestair customer service said known problem using confirmation numbers domestic international
0,southwestair looks like yr anni trip replaced w someone itinerary worried abt c flight url
1,southwestair go south everyone
0,southwestair would want last time screwed early boarding paid
2,southwestair thanks follow appreciate
2,southwestair arrived san juan early thanks great flight luv u
0,southwestair jamesasworth worst corporate account manager brent take plus flights delta thank
1,southwestair sent dm w additonal info
0,southwestair complete horror show flights bumped three times today noon run airline cantblametheweather
1,southwestair please go see imaginedragons friday promise fly southwest going back home nh mhtforlife
1,southwestair important accept others swadiversity
0,hour delay shortly southwestair brendanpshannon brendan sorry keep waiting air shortly rs
1,southwestair announcing winners destinationdragons imaginedragons show velourlive utah weekend lucky
2,southwestair thanks already subscribe rr account received promo code last month since expired new offers
2,southwestair thank kindly
0,southwestair step less shot step acknowledge customers places twitter step suck much
1,southwestair find imagine dragons contest
2,southwestair great job celebrating mardigras industry another reason nuts url
1,southwestair thank
1,southwestair planning family trip orlando may trying figure book get best rate suggestions
1,southwestair lem come destinationdragons university student could use break books
0,southwestair sorry straying going americanair learned lesson attendants need sw happiness
1,southwestair passport time trip could still fly photo id thingsishouldknow ifeeldumb
2,southwestair added passbook support ios application finally get add collection url
1,southwestair get tickets feb imagine dragons show
2,southwestair really craving pretzels please send
2,southwestair allows change flight fee yay always book flights americanair changes
1,southwestair give tickets atlanta show roadtrip canada deal
0,southwestair poor customer service problem
0,southwestair one looks like problem fixed url
1,southwestair sure send message
2,southwestairswadiversity ready inspired url
1,southwestair sent
0,southwestair days amp still home even ground days pastmypatienceexpirationdate
1,southwestair revenue flights since beginning
0,southwestair understand much often seems like quick request desk takes questions asked
1,southwestair looking forward power inclusion event special guests begin promptly swadiversity
0,southwestair tried enter rapid rewards contest link facebook browsers kept popping security warnings
0,southwestair oh ing text message received entitled jackass friend
2,southwestair kirkwoodtiger hmmm caribbean sound url ld warm thanks
1,southwestair flight vegas coming soon received drink tickets late flightly help
1,southwestair saysorrychris follow back quick dm sw followed
1,southwestair flights lead vegas baby
2,southwestair apology accepted customerservicewin itravelalot url
0,southwestair pre boarding process work basically anyone want wait turn get slip
2,southwestair love tv ad girl dancing makes laugh every time want take trip
0,southwestair ok forgive guys
0,southwestair delayed getting yelled attendants bother getting worse
0,southwestair southwest scheduled fly costa rica march book online available
2,southwestair yes bags came straight hotel thank guys rock
1,southwestair southwest currently awaiting government approval route know official
1,southwestair offering companionpasses atlanta residing frequent fliers url
2,southwestair thank
2,southwestair love dragonss oh gosh
0,southwestair service rep say dumb tone voice like known
0,southwestair would nice could talk agent rather get caught w promotion amp hung
0,southwestair wanted southwest know think great used anymore nothing look
2,southwestair love dragonss lauren im screaming
2,southwestair love dragonss lauren omg im dead im happy yes yes
2,southwestair best
0,southwestair customer relations line busy signal called normal line service rep thought dumb knowing
1,southwestair never met favorite band would sooo amazing win destination dragons
2,southwestair love dragonss lauren omg best airline ever
0,southwestair see travel compete unused funds expiration date hidden fine print never saw
1,southwestair love dragonss ahhhh yes lauren
2,southwestair love dragonss holy fuckinf shit
2,southwestair love dragonss oh god lauren oh god oh god
1,southwestair birthday february th date imagine dragons flight concert btw
1,southwestair love dragonss lauren holy sht
2,southwestair thank thank thank
0,southwestair long wait hour mother bag make filed report waiting thanks help
1,southwestair goes court gain access delta gates love field url deltanews
1,southwestair love dragonss lauren im screakjmf
0,southwestair sw return customer service business travelers made sw sw ignores us
1,southwestair guys gon na giving away tickets imaginedragons vinylvegas destinationdragons
1,southwestair karajusto swa willing follow finally
1,southwestair hiring emerging leader development program last day apply today apply url
1,southwestair pv get approved ready go
1,southwestair atl rdu snow forecasted raleigh evening
0,southwestair app repeatedly crashed failed display name checking unable use app url
1,southwestair sorry thought done
0,southwestair
0,southwestair yea hoping avoid ticket difference amount birthday courtesy flysouthwest lovesouthwest mybday
0,southwestair sagerooski amp use luggage scale measure weight loss one scale foot home accurate anymore
2,southwestair oh gosh seriously made day week year one appreciate
0,southwestair boarded plane told get plane hour delay
1,southwestair opening flights beyond august th
2,southwestair pleasantly surprised boarding flight time morning fly nashville good job
1,southwestair ahhhh sorry followed
0,southwestair two hours plane gate undignified behavior apology enough freedrinkcoupons
0,southwestair cut people minutes flight time check bags flight delayed hours waited hrs
0,southwestair want file formal complaint disgruntled employee laguardia ruined mltple people travel plans yesterday
2,southwestair awesome sending
1,southwestair left something plane landing midway last night responsible adult got number call ty
0,southwestair hi got tsa pre check amp put acct boarding pass flight p updated
0,southwestair mdw gates many fewer seats planes
0,southwestair really hours plane gate jax bna like waited days get home notokay
2,southwestair thank
0,southwestair option cancelled flight want change flight want cancelled flight
2,southwestair thank time
0,southwestair lastly company trying put love flying would nice someone personally address concerns
1,southwestair letters follow sure include rewards number twitter handle email address
0,southwestair flight balt hit turbulence babies cried kids vomited chaos flight attendant caroline superhero
0,southwestair way flight number please feel free fact check complaints leave time amp baggage time
1,southwestair finally got home bnasnow
0,southwestair therefore since received recourse phone submitted email complaint amp letter via mail follow
0,southwestair consider loyal customer brand astounded lack concern customer flying experiences
0,southwestair experience worse flying experience ever met w contempt customer service makes worse
1,southwestair looking cheap flight vegas
0,southwestair please let nothing overhead bins exit first fly lot bring purse tired running connection
0,southwestair requested refund reward points used purchase flight refused
0,southwestair today call customer service amp speak wendell holton dallas office amp told nothing
0,southwestair get single answer southwest personnel hour wait apologies explanation
0,southwestair along passengers repeatedly asked southwest personnel taking long luggage
1,southwestair took delivery n new boeing h yesterday url dfw dal airlines
0,southwestair next arrived atlanta waited full hour luggage placed carousel one hour
0,southwestair secondly begin boarding time despite aircraft present deplaned thus left min late flight
0,southwestair bags fly free carry packingayak brianregancomic
0,southwestair first cockroaches crawling counter gate visible mouse traps seats gate
0,southwestair completely displeased service received yesterday flying lga atl
2,southwestair landed nashville thanks taking care us url
0,southwestair accepting reservations past august
1,southwestair thanks sent dm info
2,southwestair thanks info good day
0,southwestair fs corrected attendants error gave attitude made rude show taking back nuts amp said well late flight
2,southwestair deltapoints hey least guys honest customers unlike delta
1,southwestair first time flyer scheduled round trip set departure date sure returning date policy fees changing flight
0,southwestair sent screen shot incident report
0,southwestair fly today amp made trip harder pay checked bag devotedyyours today
2,southwestair oh worries nl disappointments better lounges like delta disappoint
0,southwestair flight mco isp delayed details
1,southwestair flights october available
1,southwestair ceo discusses possibilities nhl vegas arena naming rights url smusportmgt sportsbiz
2,southwestair thanks getting back nashville big thanks pilots baltimore flying snow landing ice
2,southwestair last night thanks following
2,southwestair win always saved day got direct orlando
1,southwestair possible carry put closet overhead success airlines thanks
1,southwestair hi add flight account created
2,southwestair de icing important
2,southwestair thank finally making boarding passes work passbook
1,southwestair delays today cakairport orlando
1,southwestair winner destinationdragons
1,southwestair thanks reminding upcoming trip florida really need url
1,southwestair today going day feel thank support throughout coming home nashville octavia
2,southwestair love appreciate fact guys rarely cancelled flight flights time need cancelled flightlation time
0,southwestair flight fll kiosk opened rude attendants everyone late flight url
0,southwestair website downnnnn ugh
1,southwestair courtsnod hopefully nashville open want come home today
1,hillaconlin southwestair hi get solar charger amazon game changer plug usb charge
0,southwestair please tell make flight tomorrow tryin days leave
0,southwestair bad experience last week broke bicycle brought bike ride fla
0,southwestair tinaisback sorry frustration get rebooked sw rebooked times still stuck smh
0,southwestair minutes still waiting skis unloaded ashamed morning
2,southwestair neveind found way thanks making process painless
1,southwestair services promotion moment modelodenegocio innovation innovacion businessmodel
1,southwestair bag late flight checked put different flight oak gt msy troubles tracking help
2,southwestair johnwayneair thank much
2,southwestair official airlines divadapouch aka thepoopqueen url
1,southwestair trying get home nashville stuck dallas days flight get morning
2,southwestair able change flight without fees oh two free checked bags best airline ever
2,southwestair wonderfully nice agent austin helped us wish remembered name give proper kudos
2,southwestair hot stewardess flipped
0,southwestair bags tv show film
0,southwestair scheduled morning days fact yes sure evening flight one cancelled flightled
0,southwestair update minutes pilot turned c longer freezing enjoying waiting reload bags
1,southwestair snow forecasted raleigh nc tomorrow night need know plan reschedule flights rdu wednesday night
1,southwestair need help reservation
0,southwestair seems odd sitting plane gets delayed find txt emp working aircraft
0,southwestair really enjoying sitting bwi door wide open c fix baggage error sarcasm
2,southwestair flight phi den staffed great crew freecomedyshow newlifetimecustomer
0,southwestair engadget theverge wired reddit
0,southwestair male flight attendants must playing game called bigger dick people flight chi mid
0,southwestair hold southwest hours automatically hangs iusedtoloveu url
2,southwestair best customer service
2,southwestair big thanks team family emerg day ticket experience excellent st time flying yall last
0,southwestair rd cancelled flightlation days due weather nashville trips airport time communicated late flight sw
0,southwestair left ipad flight erw den opened claim many memories plz help get back
0,southwestair yes dale baggage office wonderful everyone page hour wait
0,southwestair one wants commit saying plane getting cancelled flighted customer relations closed patience gone
0,southwestair tried leave monday planes left mine one keeps getting delayed missed work pay cab
2,southwestair total win happy th bday intercom chocolate flight kisses chance hand snacks thank url
0,southwestair luggage still found luggage scanned final destination way knowing
2,southwestair thanks excellent response time assistance set
0,southwestair finally got hours set thanks
0,southwestair disheartening experience family lot taxi money wasted
2,southwestair wait thanks response
2,southwestair got covered thanks
0,southwestair please help hold forever check flight
0,southwestair sister family drive miles accommodate rebook timely manner horrible
0,southwestair believe many paying customers left high dry reason flight cancelled flightlations monday bdl wow
2,southwestair thank help resolving problem shannon rocks even though rhonda
2,southwestair thanks see happens
0,southwestair appreciate rude solve much least cover cost stolen goods
1,southwestair u better define plus one smaller type item carry requirements small backpacks
0,southwestair blowing customer service shotwest airlines
2,southwestair glad finally resolved bad get free voucher go mine friend travel next time
0,southwestair made standby flight cancelled flighted reason almost hrs late flight conf fvf yw swrr
1,southwestair flight booking problems flight vegas good promo codes
0,southwestair frustrated customer service open seats earlier flight change rip
2,southwestair good going make boston time actually wifi right
0,southwestair please start acting age stop short shorts
2,southwestair thanks assistance guys rock
0,southwestair self help way put tsa pre check number existing reservation annoying reachable
0,southwestair let leave newark
2,southwestair hey yea got thru everything good well days voucher goes appreciate
0,southwestair nashville drive half hours memphis made plane loading
0,southwestair according tv passenger interviews landing far uneventful heavy panic breaking
1,southwestair outline policies scenarios
1,southwestair contact missing rapid rewards credit
0,southwestair chances cancelled flighting flights nashville
1,southwestair travelportland welcome portland sun mt hood southwest url
0,southwestair airlines cancelled flight flights bna stranded philly days hoping get
0,southwestair helpful trying get nashville waive change fee
1,southwestair still able get thanks responding
0,southwestair thanks told hours ago plane left tried stuck waiting hours
1,southwestair winner destinationdragons announced yet
2,southwestair flight today rsw grr able snag free sw agent check looks like finally set
2,southwestair yeah figured thanks
2,southwestair thanks drink tickets hook wait first international flight nas pumped
0,southwestair took carryon bag essential attire life changing interview tomorrow amp expect compensation
1,southwestair got rebooked tomorrow
2,southwestair hi saw black history month commercial tv amp im excited support month grant free trip
0,southwestair took bos bwi plane flight stl promised replacement hours late flightr hours delayed happy
2,southwestair though work another major airline love black history month commercial thank
0,southwestair large group majority bags soaked
2,southwestair black history commercial really sweet well done
0,southwestair even voucher picking bag
0,southwestair first interaction people morning bad weather sorry wont flying
0,southwestair yeah told would next flight drove wasnt drove second time
2,southwestair much respect
0,southwestair letting dm
1,southwestair imaginedragons gon na know math test tomoro concentrate destinationdragons
2,southwestair thank thankful feelingtheluv
0,southwestair im praying get home alive
0,southwestair hope happy officially become next americanair profitbeforepeople imo bankrupt
0,southwestair delays throw priority boarding way amp forgive southwest southwestairlines
2,southwestair got added thank
2,southwestair great thank best luck dealing horrible winter
2,southwestair thank
0,southwestair needed flight info add rapid rewards flight first time flown sw mad
0,southwestair keep getting disconnected choosing option unused travel funds automated customer service line sos
1,southwestair flight n sw departs mco enroute indianapolis international airport url
0,southwestair old miss connection sleep oak get hotel dime rubs wrong way late flight
0,southwestair finest moment boston right
